; Way from Fort Fort Empire to Aleswell
;
;
; Gruftikus - 15.10.2011

-5231 90877
-4974 91909
-7940 91982
-7329 93115
-7815 93676
-6569 94794
-6360 97329
-6982 98182
-6000 98924
-5527 99705
-4812 99326
-3586 99226
-3564 99657
-1455 99419
-638 100508
1121 101042
2784 101773
3480 100893
4999 101238
5802 101745
6277 101246
7382 100892
8196 101178
8351 100443
10529 100429
11385 100303
12316 100219
12914 99776
13219 99415
14095 99528
2976 94302
2194 93951
1498 93979
1425 94206
-93 94153
-129 94377
-1692 94902
-1286 95555
1111 97562
13782 98709
13556 98550
14362 98017
13546 97255
12637 98077
10546 98531
9686 97891
10515 97423
10080 96875
10775 96142
11118 96394
11406 95412
11696 95674
11973 94833
12126 95017
12520 94088
14180 93139
15412 93268
15298 94013
17807 95192
18441 94241
19234 94213
20146 95204
